product_id;Product Type:;Producer:;Collections:;Age Group:;Ground type:;Class:;Upper:;Type of binding:;Boots with sock:;Collection:;Color:;Plays in these boots:;Manufacturer's Data:;Team:
224;Football boots;Mizuno;Mizuno Morelia Neo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;;Black;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
225;Football boots;Mizuno;Mizuno Morelia Neo;Men;Indoor (IC/IN);Professional;Synthetic;Shoelace;No;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
226;Football boots;Mizuno;Mizuno Morelia Neo;Men;Indoor (IC/IN);Professional;Synthetic;Shoelace;No;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
227;Football boots;Mizuno;Mizuno Morelia Neo;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
228;Football boots;Mizuno;Mizuno Morelia Neo;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;;;Black;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
229;Football boots;Mizuno;Mizuno Morelia Neo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;;Black;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
230;Football boots;Mizuno;Mizuno Morelia Neo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
231;Football boots;Mizuno;Mizuno Alpha;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;;Blue;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
232;Football boots;Mizuno;Mizuno Morelia Neo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
233;Football boots;Mizuno;Mizuno Morelia Neo;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
234;Football boots;Mizuno;Mizuno Morelia Neo;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;;;Blue;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
235;Football boots;Mizuno;Mizuno Morelia Neo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;;White;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
236;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Advancement Pack;Blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
237;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;adidas Advancement Pack;Blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
238;Football boots;adidas;adidas Predator;Men;Artificial Grass (AG/TF);Professional;Synthetic;Lack;No;adidas Advancement Pack;Blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
239;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Lack;No;adidas Advancement Pack;Blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
240;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;adidas Advancement Pack;Blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
241;Football boots;adidas;adidas Predator;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;adidas Advancement Pack;Blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
242;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Advancement Pack;Blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
243;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Advancement Pack;Blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
244;Football boots;adidas;adidas Predator;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;adidas Advancement Pack;Blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
245;Football boots;adidas;adidas Predator;Men;Indoor (IC/IN);Professional;Synthetic;Shoelace;No;adidas Advancement Pack;Blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
246;Football boots;adidas;adidas Predator;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;adidas Advancement Pack;Blue;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
247;Football boots;adidas;adidas F50;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas F50 Messi Triunfo Dorado Pack;Gold;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
248;Football boots;adidas;adidas F50;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Advancement Pack;White;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
249;Football boots;adidas;adidas F50;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Advancement Pack;White;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
250;Football boots;adidas;adidas F50;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Lack;No;adidas Advancement Pack;White;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
251;Football boots;adidas;adidas F50;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Advancement Pack;White;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
252;Football boots;adidas;adidas F50;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;adidas Advancement Pack;White;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
253;Football boots;adidas;adidas F50;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;adidas Advancement Pack;White;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
254;Football boots;adidas;adidas Copa;Men;Artificial Grass (AG/TF);Professional;Leather;Shoelace;No;adidas Advancement Pack;White;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
255;Football boots;adidas;adidas Copa;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;No;adidas Advancement Pack;White;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
256;Football boots;adidas;adidas Copa;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;adidas Advancement Pack;White;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
257;Football boots;adidas;adidas Copa;Men;Artificial Grass (AG/TF);Professional;Leather;Shoelace;No;adidas Advancement Pack;White;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
258;Football boots;Nike;Nike Tiempo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;Nike Mad Brilliance Pack;Pink;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
259;Football boots;adidas;;Men;Indoor (IC/IN);Professional;Synthetic;Shoelace;No;;White;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
260;Football boots;adidas;adidas F50;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas F50 Fast Reborn;Purple;Lionel Messi;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
261;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Citrus Energy Pack;Yellow;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
262;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Lack;No;adidas Citrus Energy Pack;Yellow;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
263;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;adidas Citrus Energy Pack;Yellow;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
264;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Citrus Energy Pack;Yellow;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
265;Football boots;adidas;adidas Predator;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;adidas Citrus Energy Pack;Yellow;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
266;Football boots;adidas;adidas X;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Citrus Energy Pack;Red;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
267;Football boots;adidas;adidas X;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Lack;No;adidas Citrus Energy Pack;Red;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
268;Football boots;adidas;adidas X;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Lack;No;adidas Citrus Energy Pack;Red;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
269;Football boots;adidas;adidas X;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Citrus Energy Pack;Red;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
270;Football boots;adidas;adidas X;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;adidas Citrus Energy Pack;Red;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
271;Football boots;adidas;adidas Copa;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;adidas Citrus Energy Pack;Claret;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
272;Football boots;adidas;adidas Copa;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;No;adidas Citrus Energy Pack;Claret;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
273;Football boots;adidas;adidas Copa;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;adidas Citrus Energy Pack;Claret;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
274;Football boots;adidas;adidas Copa;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;No;adidas Citrus Energy Pack;Claret;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
275;Football boots;Puma;Puma King;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma King Limited Edition;Black, Red;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
276;Football boots;Puma;Puma Future;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;Yes;Puma Forever Faster;Red;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
277;Football boots;Puma;Puma Future;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;Yes;Puma Forever Faster;Red;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
278;Football boots;Puma;Puma Ultra;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Puma Forever Faster;Orange;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
279;Football boots;Puma;Puma Ultra;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Forever Faster;Orange;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
280;Football boots;Puma;Puma Ultra;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Forever Faster;Orange;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
281;Football boots;Puma;Puma King;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Puma Forever Faster;Orange;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
282;Football boots;Puma;Puma King;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Forever Faster;Orange;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
283;Football boots;New Balance;New Balance Tekela;Men;Firm Ground (FG);Professional;Synthetic;Lack;Yes;New Balance May Inline Pack;Lime;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
284;Football boots;New Balance;New Balance Tekela;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;New Balance May Inline Pack;Lime;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
285;Football boots;New Balance;New Balance Furon;Men;Firm Ground (FG);Professional;Synthetic;;No;New Balance May Inline Pack;Lime;Raheem Sterling;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
286;Football boots;New Balance;New Balance Tekela;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;New Balance Gray Day Pack;Gray;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
287;Football boots;New Balance;New Balance Furon;Men;Firm Ground (FG);Professional;Synthetic;;No;New Balance Gray Day Pack;Gray;Raheem Sterling;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
288;Football boots;New Balance;New Balance 442;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;New Balance Gray Day Pack;Gray;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
289;Football boots;Mizuno;Mizuno Alpha;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;;Blue;;Mizuno Co., Mizuno House, 612 Reading Road, Winnersh, Wokingham, Berkshire RG41 5HE, UK;
290;Football boots;adidas;adidas Classic;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;adidas Copa Federation Trefoil;White;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;Germany
291;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Predator Black;Black;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
292;Football boots;Nike;Nike Mercurial Vapor;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Nike Mad Ready Pack;Beige;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
293;Football boots;Nike;Nike Mercurial Superfly;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;Yes;Nike Mad Ready Pack;Beige;Cristiano Ronaldo, Kylian Mbappé;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
294;Football boots;Nike;Nike Mercurial Superfly;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;Yes;Nike Mad Ready Pack;Beige;Cristiano Ronaldo, Kylian Mbappé;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
295;Football boots;Nike;Nike Mercurial Superfly;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;Yes;Nike Mad Ready Pack;Beige;Cristiano Ronaldo, Kylian Mbappé;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
296;Football boots;Nike;Nike Phantom Luna;Men, Women;Firm Ground (FG);Professional;Synthetic;Shoelace;Yes;Nike Mad Ready Pack;White;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
297;Football boots;Nike;Nike Phantom Luna;Men, Women;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;Yes;Nike Mad Ready Pack;White;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
298;Football boots;Nike;Nike Phantom GX;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Nike Mad Ready Pack;White;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
299;Football boots;Nike;Nike Phantom GX;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Nike Mad Ready Pack;White;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
300;Football boots;Nike;Nike Tiempo;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;No;Nike Mad Ready Pack;Beige;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
301;Football boots;Nike;Nike Tiempo;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;Nike Mad Ready Pack;Beige;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
302;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Lack;No;adidas Solar Energy Pack;Black;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
303;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Lack;No;adidas Solar Energy Pack;Black;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
304;Football boots;adidas;adidas Predator;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Solar Energy Pack;Black;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
305;Football boots;adidas;adidas Predator;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;adidas Solar Energy Pack;Black;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
306;Football boots;adidas;adidas Predator;Men;Indoor (IC/IN);Professional;Synthetic;Shoelace;No;adidas Solar Energy Pack;Black;Jude Bellingham;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
307;Football boots;adidas;adidas X;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Lack;No;adidas Solar Energy Pack;Yellow;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
308;Football boots;adidas;adidas X;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;adidas Solar Energy Pack;Yellow;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
309;Football boots;adidas;adidas X;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Lack;No;adidas Solar Energy Pack;Yellow;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
310;Football boots;adidas;adidas X;Men;Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;adidas Solar Energy Pack;Yellow;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
311;Football boots;adidas;adidas Copa;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;adidas Solar Energy Pack;Beige;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
312;Football boots;adidas;adidas Copa;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;No;adidas Solar Energy Pack;Beige;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
313;Football boots;adidas;adidas Copa;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;adidas Solar Energy Pack;Beige;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
314;Football boots;adidas;adidas Copa;Men;Soft Ground (SG/SG-PRO);Professional;Leather;Shoelace;No;adidas Solar Energy Pack;Beige;Paulo Dybala;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
315;Football boots;adidas;adidas Copa;Men;Firm Ground (FG);Professional;Leather;Shoelace;No;;White;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
316;Football boots;Nike;Nike Phantom GX;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Nike Black 2024;Black;;NIKE Retail B.V., PO BOX 6453, Colosseum 1, 1213 0, NL;
317;Football boots;adidas;;Men;Indoor (IC/IN);Professional;Synthetic;Shoelace;No;;Gray;;adidas AG, Adi-Dassler-Strasse 1, 91074 Herzogenaurach, DE;
318;Football boots;Puma;Puma King;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Rush;Pink, Gray;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
319;Football boots;Puma;Puma King;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Limited Edition;Black;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
320;Football boots;Puma;Puma King;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Limited Edition;Black;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
321;Football boots;Puma;Puma Future;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;Yes;Puma Eclipse 2024;Black;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
322;Football boots;Puma;Puma Ultra;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Puma Eclipse 2024;Black;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
323;Football boots;Puma;Puma Ultra;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Eclipse 2024;Black;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
324;Football boots;Puma;Puma King;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Eclipse 2024;Black;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
325;Football boots;Puma;Puma Future;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;Yes;Puma Phenomenal;White;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
326;Football boots;Puma;Puma Future;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;Yes;Puma Phenomenal;White;Neymar Jr;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
327;Football boots;Puma;Puma Ultra;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Puma Phenomenal;Pink;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
328;Football boots;Puma;Puma Ultra;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Phenomenal;Pink;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
329;Football boots;Puma;Puma King;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;Puma Phenomenal;Lime;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
330;Football boots;Puma;Puma King;Men;Firm Ground (FG), Artificial Grass (AG/TF);Professional;Synthetic;Shoelace;No;Puma Phenomenal;Lime;;Puma SE, Puma Way 1, 91074 Herzogenaurach, DE;
331;Football boots;New Balance;New Balance Furon;Men;Firm Ground (FG);Professional;Synthetic;;No;New Balance Unity of Sport;White;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
332;Football boots;New Balance;New Balance Tekela;Men;Firm Ground (FG);Professional;Synthetic;Shoelace;No;New Balance 2024;Navy blue;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
333;Football boots;New Balance;New Balance Tekela;Men;Firm Ground (FG);Professional;Synthetic;Lack;Yes;New Balance 2024;Navy blue;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
334;Football boots;New Balance;New Balance Tekela;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;New Balance 2024;Navy blue;;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
335;Football boots;New Balance;New Balance Furon;Men;Soft Ground (SG/SG-PRO);Professional;Synthetic;Shoelace;No;New Balance 2024;Blue;Raheem Sterling;New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, MA 02135-2088, US;
